Office of the Superintendent of Bankruptcy,,,,,,,,,,,,,,,,,
Business Bankruptcy Statistics by the North American Industry Classification System by Province,,,,,,,,,,,,,,,,,
Year: 2024,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Bureau du surintendent des faillites,,,,,,,,,,,,,,,,,
Statistiques provinciales sur les faillites d'entreprise selon le Système de classification des industries de l'Amerique du Nord,,,,,,,,,,,,,,,,,
Année: 2024,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
TYPE,CODE,TITLE,TITRE,"N.L 
T.-N.-L.","N.S. 
N.-É.","P.E.I. 
Î.-P.-É.","N.B. 
N.-B.","QUE. 
QC","ONT. 
ONT.","MAN. 
MAN.","SASK. 
SASK.","ALTA. 
ALB.","B.C. 
C.-B.","N.W.T. 
T.-N.-O.","Y.T. 
YUKON","NUN. 
NUN.","CANADA 
CANADA"
Industry / Industrie:,32512,Industrial gas manufacturing,Fabrication de gaz industriels,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,325120,Industrial gas manufacturing,Fabrication de gaz industriels,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,32513,Synthetic dye and pigment manufacturing,Fabrication de teintures et de pigments synthétiques,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,325130,Synthetic dye and pigment manufacturing,Fabrication de teintures et de pigments synthétiques,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,32518,Other basic inorganic chemical manufacturing,Fabrication d'autres produits chimiques inorganiques de base,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,325181,Alkali and chlorine manufacturing,Fabrication d'alcalis et de chlore,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,325189,All other basic inorganic chemical manufacturing,Fabrication de tous les autres produits chimiques inorganiques de base,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,32519,Other basic organic chemical manufacturing,Fabrication d'autres produits chimiques organiques de base,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,325190,Other basic organic chemical manufacturing,Fabrication d'autres produits chimiques organiques de base,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,3252,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments
manufacturing","Fabrication de résines, de caoutchouc synthétique et de fibres et de
filaments artificiels et synthé",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,32521,Resin and synthetic rubber manufacturing,Fabrication de résines et de caoutchouc synthétique,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,325210,Resin and synthetic rubber manufacturing,Fabrication de résines et de caoutchouc synthétique,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,32522,Artificial and synthetic fibres and filaments manufacturing,Fabrication de fibres et de filaments artificiels et synthétiques,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,325220,Artificial and synthetic fibres and filaments manufacturing,Fabrication de fibres et de filaments artificiels et synthétiques,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,3253,"Pesticide, fertilizer and other agricultural chemical manufacturing","Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,32531,Fertilizer manufacturing,Fabrication d'engrais,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,325313,Chemical fertilizer (except potash) manufacturing,Fabrication d'engrais chimiques (sauf la potasse),0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,325314,Mixed fertilizer manufacturing,Fabrication d'engrais mixtes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,32532,Pesticide and other agricultural chemical manufacturing,Fabrication de pesticides et d'autres produits chimiques agricoles,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,325320,Pesticide and other agricultural chemical manufacturing,Fabrication de pesticides et d'autres produits chimiques agricoles,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,3254,Pharmaceutical and medicine manufacturing,Fabrication de produits pharmaceutiques et de médicaments,0,0,0,0,1,6,0,0,0,0,0,0,0,7
Industry / Industrie:,32541,Pharmaceutical and medicine manufacturing,Fabrication de produits pharmaceutiques et de médicaments,0,0,0,0,1,6,0,0,0,0,0,0,0,7
National Industry / Industrie nationale:,325410,Pharmaceutical and medicine manufacturing,Fabrication de produits pharmaceutiques et de médicaments,0,0,0,0,1,6,0,0,0,0,0,0,0,7
Industry Group / Groupe industriel:,3255,"Paint, coating and adhesive manufacturing","Fabrication de peintures, de revêtements et d'adhésifs",0,0,0,0,1,1,0,0,0,0,0,0,0,2
Industry / Industrie:,32551,Paint and coating manufacturing,Fabrication de peintures et de revêtements,0,0,0,0,1,1,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,325510,Paint and coating manufacturing,Fabrication de peintures et de revêtements,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Industry / Industrie:,32552,Adhesive manufacturing,Fabrication d'adhésifs,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,325520,Adhesive manufacturing,Fabrication d'adhésifs,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,3256,"Soap, cleaning compound and toilet preparation manufacturing","Fabrication de savons, de détachants et de produits de toilette",0,0,0,0,4,1,0,0,0,0,0,0,0,5
Industry / Industrie:,32561,Soap and cleaning compound manufacturing,Fabrication de savons et d'autres produits nettoyants,0,0,0,0,2,1,0,0,0,0,0,0,0,3
National Industry / Industrie nationale:,325610,Soap and cleaning compound manufacturing,Fabrication de savons et d'autres produits nettoyants,0,0,0,0,2,1,0,0,0,0,0,0,0,3
Industry / Industrie:,32562,Toilet preparation manufacturing,Fabrication de produits de toilette,0,0,0,0,2,0,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,325620,Toilet preparation manufacturing,Fabrication de produits de toilette,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Industry Group / Groupe industriel:,3259,Other chemical product manufacturing,Fabrication d'autres produits chimiques,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry / Industrie:,32591,Printing ink manufacturing,Fabrication d'encre d'imprimerie,0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,325910,Printing ink manufacturing,Fabrication d'encre d'imprimerie,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry / Industrie:,32592,Explosives manufacturing,Fabrication d'explosifs,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,325920,Explosives manufacturing,Fabrication d'explosifs,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,32599,All other chemical product manufacturing,Fabrication de tous les autres produits chimiques,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,325991,Custom compounding of purchased resins,Compoundage sur commande de résines achetées,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,325999,All other miscellaneous chemical product manufacturing,Fabrication de tous les autres produits chimiques divers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub Sector / Sous-secteur:,326,Plastics and rubber products manufacturing,Fabrication de produits en plastique et en caoutchouc,0,0,0,0,7,4,0,0,1,1,0,0,0,13
Industry Group / Groupe industriel:,3261,Plastic product manufacturing,Fabrication de produits en plastique,0,0,0,0,7,4,0,0,1,1,0,0,0,13
Industry / Industrie:,32611,Plastic packaging materials and unlaminated film and sheet manufacturing,"Fabrication de matériel d'emballage et de pellicules et feuilles non stratifiées
en plastique",0,0,0,0,0,1,0,0,1,0,0,0,0,2
National Industry / Industrie nationale:,326111,Plastic bag and pouch manufacturing,Fabrication de sacs et de sachets en plastique,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,326114,Plastic film and sheet manufacturing,Fabrication de pellicules et de feuilles en plastique,0,0,0,0,0,1,0,0,1,0,0,0,0,2
Industry / Industrie:,32612,"Plastic pipe, pipe fitting, and unlaminated profile shape manufacturing","Fabrication de tuyaux, de raccords de tuyauterie et de profilés non stratifiés
en plastique",0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,326121,Unlaminated plastic profile shape manufacturing,Fabrication de profilés non stratifiés en plastique,0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,326122,Plastic pipe and pipe fitting manufacturing,Fabrication de tuyaux et de raccords de tuyauterie en plastique,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,32613,"Laminated plastic plate, sheet (except packaging), and shape manufacturing","Fabrication de plaques, de feuilles (sauf d'emballage) et de formes
stratifiées en plastique",0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,326130,"Laminated plastic plate, sheet (except packaging), and shape manufacturing","Fabrication de plaques, de feuilles (sauf d'emballage) et de formes
stratifiées en plastique",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,32614,Polystyrene foam product manufacturing,Fabrication de produits en mousse de polystyrène,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,326140,Polystyrene foam product manufacturing,Fabrication de produits en mousse de polystyrène,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,32615,Urethane and other foam product (except polystyrene) manufacturing,"Fabrication de produits en mousse d'uréthane et en d'autres mousses
plastiques (sauf de polystyrène)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,326150,Urethane and other foam product (except polystyrene) manufacturing,"Fabrication de produits en mousse d'uréthane et en d'autres mousses
plastiques (sauf de polystyrène)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,32616,Plastic bottle manufacturing,Fabrication de bouteilles en plastique,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,326160,Plastic bottle manufacturing,Fabrication de bouteilles en plastique,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,32619,Other plastic product manufacturing,Fabrication d'autres produits en plastique,0,0,0,0,6,3,0,0,0,1,0,0,0,10
National Industry / Industrie nationale:,326191,Plastic plumbing fixture manufacturing,Fabrication d'appareils sanitaires en plastique,0,0,0,0,1,0,0,0,0,1,0,0,0,2
National Industry / Industrie nationale:,326193,Motor vehicle plastic parts manufacturing,Fabrication de pièces en plastique pour véhicules automobiles,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,326196,Plastic window and door manufacturing,Fabrication de portes et de fenêtres en plastique,0,0,0,0,2,1,0,0,0,0,0,0,0,3
National Industry / Industrie nationale:,326198,All other plastic product manufacturing,Fabrication de tous les autres produits en plastique,0,0,0,0,3,2,0,0,0,0,0,0,0,5
Industry Group / Groupe industriel:,3262,Rubber product manufacturing,Fabrication de produits en caoutchouc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,32621,Tire manufacturing,Fabrication de pneus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,326210,Tire manufacturing,Fabrication de pneus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,32622,Rubber and plastic hose and belting manufacturing,Fabrication de tuyaux souples et de courroies en caoutchouc et en plastique,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,326220,Rubber and plastic hose and belting manufacturing,Fabrication de tuyaux souples et de courroies en caoutchouc et en plastique,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,32629,Other rubber product manufacturing,Fabrication d'autres produits en caoutchouc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,326290,Other rubber product manufacturing,Fabrication d'autres produits en caoutchouc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub Sector / Sous-secteur:,327,Non-metallic mineral product manufacturing,Fabrication de produits minéraux non métalliques,0,0,0,0,6,4,0,0,0,0,0,0,0,10
Industry Group / Groupe industriel:,3271,Clay product and refractory manufacturing,Fabrication de produits en argile et produits réfractaires,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Industry / Industrie:,32711,"Pottery, ceramics and plumbing fixture manufacturing","Fabrication de poteries, d'articles en céramique et d'appareils sanitaires",0,0,0,0,0,1,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,327110,"Pottery, ceramics and plumbing fixture manufacturing","Fabrication de poteries, d'articles en céramique et d'appareils sanitaires",0,0,0,0,0,1,0,0,0,0,0,0,0,1
Industry / Industrie:,32712,Clay building material and refractory manufacturing,Fabrication de matériaux de construction en argile et de produits réfractaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,327120,Clay building material and refractory manufacturing,Fabrication de matériaux de construction en argile et de produits réfractaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,3272,Glass and glass product manufacturing,Fabrication de verre et de produits en verre,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Industry / Industrie:,32721,Glass and glass product manufacturing,Fabrication de verre et de produits en verre,0,0,0,0,2,0,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,327214,Glass manufacturing,Fabrication de verre,0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,327215,Glass product manufacturing from purchased glass,Fabrication de produits en verre à partir de verre acheté,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry Group / Groupe industriel:,3273,Cement and concrete product manufacturing,Fabrication de ciment et de produits en béton,0,0,0,0,2,2,0,0,0,0,0,0,0,4
Industry / Industrie:,32731,Cement manufacturing,Fabrication de ciment,0,0,0,0,0,1,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,327310,Cement manufacturing,Fabrication de ciment,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Industry / Industrie:,32732,Ready-mix concrete manufacturing,Fabrication de béton préparé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,327320,Ready-mix concrete manufacturing,Fabrication de béton préparé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,32733,"Concrete pipe, brick and block manufacturing","Fabrication de tuyaux, briques et blocs en béton",0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,327330,"Concrete pipe, brick and block manufacturing","Fabrication de tuyaux, briques et blocs en béton",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,32739,Other concrete product manufacturing,Fabrication d'autres produits en béton,0,0,0,0,2,1,0,0,0,0,0,0,0,3
National Industry / Industrie nationale:,327390,Other concrete product manufacturing,Fabrication d'autres produits en béton,0,0,0,0,2,1,0,0,0,0,0,0,0,3
Industry Group / Groupe industriel:,3274,Lime and gypsum product manufacturing,Fabrication de chaux et de produits en gypse,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,32741,Lime manufacturing,Fabrication de chaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,327410,Lime manufacturing,Fabrication de chaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,32742,Gypsum product manufacturing,Fabrication de produits en gypse,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,327420,Gypsum product manufacturing,Fabrication de produits en gypse,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,3279,Other non-metallic mineral product manufacturing,Fabrication d'autres produits minéraux non métalliques,0,0,0,0,2,1,0,0,0,0,0,0,0,3
Industry / Industrie:,32791,Abrasive product manufacturing,Fabrication de produits abrasifs,0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,327910,Abrasive product manufacturing,Fabrication de produits abrasifs,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry / Industrie:,32799,All other non-metallic mineral product manufacturing,Fabrication de tous les autres produits minéraux non métalliques,0,0,0,0,1,1,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,327990,All other non-metallic mineral product manufacturing,Fabrication de tous les autres produits minéraux non métalliques,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Sector / Secteur:,33,Manufacturing,Fabrication,0,2,0,2,69,62,0,1,9,9,0,0,0,154
Sub Sector / Sous-secteur:,331,Primary metal manufacturing,Première transformation des métaux,0,0,0,0,1,3,0,0,0,0,0,0,0,4
Industry Group / Groupe industriel:,3311,Iron and steel mills and ferro-alloy manufacturing,Sidérurgie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,33111,Iron and steel mills and ferro-alloy manufacturing,Sidérurgie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,331110,Iron and steel mills and ferro-alloy manufacturing,Sidérurgie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,3312,Steel product manufacturing from purchased steel,Fabrication de produits en acier à partir d'acier acheté,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Industry / Industrie:,33121,Iron and steel pipes and tubes manufacturing from purchased steel,Fabrication de tubes et de tuyaux en fer et en acier à partir d'acier acheté,0,0,0,0,0,1,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,331210,Iron and steel pipes and tubes manufacturing from purchased steel,Fabrication de tubes et de tuyaux en fer et en acier à partir d'acier acheté,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Industry / Industrie:,33122,Rolling and drawing of purchased steel,Laminage et étirage d'acier acheté,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,331221,Cold-rolled steel shape manufacturing,Fabrication de formes en acier laminé à froid,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,331222,Steel wire drawing,Étirage de fils d'acier,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,3313,Alumina and aluminum production and processing,Production et transformation d'alumine et d'aluminium,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Industry / Industrie:,33131,Alumina and aluminum production and processing,Production et transformation d'alumine et d'aluminium,0,0,0,0,1,1,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,331313,Primary production of alumina and aluminum,Production primaire d'alumine et d'aluminium,0,0,0,0,0,1,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,331317,"Aluminum rolling, drawing, extruding and alloying","Laminage, étirage, extrusion et alliage de l'aluminium",0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry Group / Groupe industriel:,3314,Non-ferrous metal (except aluminum) production and processing,Production et transformation de métaux non ferreux (sauf l'aluminium),0,0,0,0,0,1,0,0,0,0,0,0,0,1
Industry / Industrie:,33141,Non-ferrous metal (except aluminum) smelting and refining,Fonte et affinage de métaux non ferreux (sauf l'aluminium),0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,331410,Non-ferrous metal (except aluminum) smelting and refining,Fonte et affinage de métaux non ferreux (sauf l'aluminium),0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,33142,"Copper rolling, drawing, extruding and alloying","Laminage, étirage, extrusion et alliage du cuivre",0,0,0,0,0,1,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,331420,"Copper rolling, drawing, extruding and alloying","Laminage, étirage, extrusion et alliage du cuivre",0,0,0,0,0,1,0,0,0,0,0,0,0,1
Industry / Industrie:,33149,"Non-ferrous metal (except copper and aluminum) rolling, drawing, extruding
and alloying","Laminage, étirage, extrusion et alliage de métaux non ferreux (sauf le cuivre
et l'aluminium)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,331490,"Non-ferrous metal (except copper and aluminum) rolling, drawing, extruding
and alloying","Laminage, étirage, extrusion et alliage de métaux non ferreux (sauf le cuivre
et l'aluminium)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,3315,Foundries,Fonderies,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,33151,Ferrous metal foundries,Fonderies de métaux ferreux,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,331511,Iron foundries,Fonderies de fer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,331514,Steel foundries,Fonderies d'acier,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,33152,Non-ferrous metal foundries,Fonderies de métaux non ferreux,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,331523,Non-ferrous metal die-casting foundries,"Fonderies de métaux non ferreux, moulage sous pression",0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,331529,Non-ferrous metal foundries (except die-casting),Fonderies de métaux non ferreux (sauf moulage sous pression),0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub Sector / Sous-secteur:,332,Fabricated metal product manufacturing,Fabrication de produits métalliques,0,0,0,0,18,9,0,0,3,1,0,0,0,31
Industry Group / Groupe industriel:,3321,Forging and stamping,Forgeage et estampage,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,33211,Forging and stamping,Forgeage et estampage,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,332113,Forging,Forgeage,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,332118,Stamping,Estampage,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,3322,Cutlery and hand tool manufacturing,Fabrication de coutellerie et d'outils à main,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Industry / Industrie:,33221,Cutlery and hand tool manufacturing,Fabrication de coutellerie et d'outils à main,0,0,0,0,0,2,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,332210,Cutlery and hand tool manufacturing,Fabrication de coutellerie et d'outils à main,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Industry Group / Groupe industriel:,3323,Architectural and structural metals manufacturing,"Fabrication de produits d'architecture et d'éléments de charpentes
métalliques",0,0,0,0,7,3,0,0,0,0,0,0,0,10
Industry / Industrie:,33231,Plate work and fabricated structural product manufacturing,Fabrication de tôles fortes et d'éléments de charpentes,0,0,0,0,0,1,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,332311,Prefabricated metal building and component manufacturing,Préfabrication de bâtiments en métal et de leurs composants,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,332314,Concrete reinforcing bar manufacturing,Fabrication de barres pour béton armé,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,332319,Other plate work and fabricated structural product manufacturing,Fabrication d'autres tôles fortes et éléments de charpentes,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Industry / Industrie:,33232,Ornamental and architectural metal product manufacturing,Fabrication de produits métalliques d'ornement et d'architecture,0,0,0,0,7,2,0,0,0,0,0,0,0,9
National Industry / Industrie nationale:,332321,Metal window and door manufacturing,Fabrication de portes et de fenêtres en métal,0,0,0,0,2,2,0,0,0,0,0,0,0,4
National Industry / Industrie nationale:,332329,Other ornamental and architectural metal product manufacturing,Fabrication d'autres produits métalliques d'ornement et d'architecture,0,0,0,0,5,0,0,0,0,0,0,0,0,5
Industry Group / Groupe industriel:,3324,"Boiler, tank and shipping container manufacturing","Fabrication de chaudières, de réservoirs et de contenants d'expédition",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,33241,Power boiler and heat exchanger manufacturing,Fabrication de chaudières et d'échangeurs de chaleur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,332410,Power boiler and heat exchanger manufacturing,Fabrication de chaudières et d'échangeurs de chaleur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,33242,Metal tank (heavy gauge) manufacturing,Fabrication de réservoirs en métal (épais),0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,332420,Metal tank (heavy gauge) manufacturing,Fabrication de réservoirs en métal (épais),0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,33243,"Metal can, box and other metal container (light gauge) manufacturing","Fabrication de canettes, de boîtes et d'autres contenants en métal (mince)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,332431,Metal can manufacturing,Fabrication de canettes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,332439,Other metal container manufacturing,Fabrication d'autres contenants en métal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,3325,Hardware manufacturing,Fabrication d'articles de quincaillerie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,33251,Hardware manufacturing,Fabrication d'articles de quincaillerie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,332510,Hardware manufacturing,Fabrication d'articles de quincaillerie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,3326,Spring and wire product manufacturing,Fabrication de ressorts et de produits en fil métallique,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,33261,Spring and wire product manufacturing,Fabrication de ressorts et de produits en fil métallique,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,332611,Spring (heavy gauge) manufacturing,Fabrication de ressorts (en métal épais),0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,332619,Other fabricated wire product manufacturing,Fabrication d'autres produits en fil métallique,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,3327,"Machine shops, turned product, and screw, nut and bolt manufacturing","Ateliers d'usinage, fabrication de produits tournés, de vis, d'écrous et de
boulons",0,0,0,0,6,1,0,0,0,0,0,0,0,7
Industry / Industrie:,33271,Machine shops,Ateliers d'usinage,0,0,0,0,6,1,0,0,0,0,0,0,0,7
National Industry / Industrie nationale:,332710,Machine shops,Ateliers d'usinage,0,0,0,0,6,1,0,0,0,0,0,0,0,7
Industry / Industrie:,33272,"Turned product and screw, nut and bolt manufacturing","Fabrication de produits tournés, de vis, d'écrous et de boulons",0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,332720,"Turned product and screw, nut and bolt manufacturing","Fabrication de produits tournés, de vis, d'écrous et de boulons",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,3328,"Coating, engraving, cold and heat treating and allied activities","Revêtement, gravure, traitement thermique et par le froid, et activités
analogues",0,0,0,0,3,0,0,0,0,0,0,0,0,3
Industry / Industrie:,33281,"Coating, engraving, cold and heat treating and allied activities","Revêtement, gravure, traitement thermique et par le froid, et activités
analogues",0,0,0,0,3,0,0,0,0,0,0,0,0,3
National Industry / Industrie nationale:,332810,"Coating, engraving, cold and heat treating and allied activities","Revêtement, gravure, traitement thermique et par le froid, et activités
analogues",0,0,0,0,3,0,0,0,0,0,0,0,0,3
Industry Group / Groupe industriel:,3329,Other fabricated metal product manufacturing,Fabrication d'autres produits métalliques,0,0,0,0,2,3,0,0,3,1,0,0,0,9
Industry / Industrie:,33291,Metal valve manufacturing,Fabrication de soupapes en métal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,332910,Metal valve manufacturing,Fabrication de soupapes en métal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
